OFFENCE_YEAR,DIVISION,TICKET_TYPE,OFFENCE_CATEGORY,AGE_GROUP,HOOD_158,NEIGHBOURHOOD_158,TICKET_COUNT,ObjectId
2020,D11,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,87,High Park-Swansea,7,13358
2019,D42,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,116,Steeles,23,13359
2020,D23,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,8,Humber Heights-Westmount,3,13360
2022,NSA,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,48,Hillcrest Village,4,13361
2022,D55,Prov Offence Summons Part Iii Form 104                                         ,Distracted Driving,Adult,58,Old East York,1,13362
2014,D41,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,NSA,NSA,6,13363
2021,D23,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,11,Eringate-Centennial-West Deane,1,13364
2017,D13,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,108,Briar Hill-Belgravia,90,13365
2016,D55,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,59,Danforth East York,1,13366
2016,D41,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,121,Oakridge,276,13367
2015,D14,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,163,Fort York-Liberty Village,37,13368
2014,D12,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,29,Maple Leaf,3,13369
2019,D51,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,168,Downtown Yonge East,3,13370
2015,D43,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,NSA,NSA,196,13371
2017,D52,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,169,Bay-Cloverhill,21,13372
2021,D22,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,NSA,NSA,211,13373
2021,D12,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,28,Rustic,20,13374
2021,D55,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,60,Woodbine-Lumsden,1,13375
2015,D55,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,121,Oakridge,1,13376
2017,D53,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,56,Leaside-Bennington,138,13377
2016,D33,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,NSA,NSA,6,13378
2014,D55,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,63,The Beaches,6,13379
2021,D52,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,NSA,NSA,4,13380
2018,D12,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,112,Beechborough-Greenbrook,2,13381
2016,D12,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,28,Rustic,28,13382
2015,D32,Prov Offence Summons Part Iii Form 104                                         ,Distracted Driving,Adult,153,Avondale,3,13383
2014,D12,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,113,Weston,449,13384
2015,D42,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,NSA,NSA,8,13385
2019,D55,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,63,The Beaches,7,13386
2021,D12,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,110,Keelesdale-Eglinton West,8,13387
2016,D43,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,140,Guildwood,1,13388
2017,D11,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,90,Junction Area,31,13389
2017,D55,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,44,Flemingdon Park,14,13390
2016,D51,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,166,St Lawrence-East Bayfront-The Islands,27,13391
2019,D11,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,91,Weston-Pelham Park,47,13392
2020,D43,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,NSA,NSA,1538,13393
2014,D14,Prov Offence Summons Part Iii Form 104                                         ,Distracted Driving,Adult,165,Harbourfront-CityPlace,1,13394
2014,D42,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,130,Milliken,885,13395
2017,D55,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,54,O'Connor-Parkview,127,13396
2018,D32,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,153,Avondale,53,13397
2021,D13,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,96,Casa Loma,18,13398
2017,D42,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,146,Malvern East,3,13399
2017,D32,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,35,Westminster-Branson,4,13400
2019,D22,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,15,Kingsway South,5,13401
2020,D42,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,144,Morningside Heights,307,13402
2018,D33,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,44,Flemingdon Park,2,13403
2016,D14,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,78,Kensington-Chinatown,1,13404
2017,D51,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,74,North St.James Town,6,13405
2016,D23,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,9,Edenbridge-Humber Valley,3,13406
2021,D52,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,167,Church-Wellesley,11,13407
2015,D32,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,31,Yorkdale-Glen Park,184,13408
2021,D23,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,1,West Humber-Clairville,8,13409
2021,D32,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,49,Bayview Woods-Steeles,2,13410
2019,D51,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,NSA,NSA,230,13411
2020,D22,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,159,Etobicoke City Centre,1,13412
2020,D11,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,166,St Lawrence-East Bayfront-The Islands,1,13413
2021,D11,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,111,Rockcliffe-Smythe,18,13414
2022,D22,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,20,Alderwood,2,13415
2022,D31,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,155,Downsview,125,13416
2018,D11,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,83,Dufferin Grove,27,13417
2022,D32,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,103,Lawrence Park South,39,13418
2018,D13,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,107,Oakwood Village,169,13419
2022,D43,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,133,Centennial Scarborough,65,13420
2016,D53,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,169,Bay-Cloverhill,2,13421
2014,D41,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,123,Cliffcrest,1,13422
2018,D11,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,172,Dovercourt Village,3,13423
2016,D53,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,100,Yonge-Eglinton,174,13424
2020,D23,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Youth,NSA,NSA,1,13425
2020,D14,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,78,Kensington-Chinatown,16,13426
2022,D23,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,23,Pelmo Park-Humberlea,2,13427
2015,D22,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,10,Princess-Rosethorn,1,13428
2018,D12,Prov Offence Summons Part Iii Form 104                                         ,Distracted Driving,Adult,110,Keelesdale-Eglinton West,1,13429
2015,D43,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,141,Golfdale-Cedarbrae-Woburn,3,13430
2017,NSA,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,166,St Lawrence-East Bayfront-The Islands,3,13431
2019,D52,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,168,Downtown Yonge East,2,13432
2022,D42,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,147,L'Amoreaux West,10,13433
2019,D31,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,22,Humbermede,239,13434
2016,D32,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,27,York University Heights,10,13435
2021,D23,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,1,West Humber-Clairville,11,13436
2021,D43,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,141,Golfdale-Cedarbrae-Woburn,199,13437
2014,D41,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,125,Ionview,8,13438
